,English,Japanese,good_trans,original_language
35830,"hell, you're still so damn young. heh.",地獄、あなたはまだとても若いです。ふふ。,0,0
18991,in a field that doesn't even exist yet.,存在すらしなくなる,1,1
30910,"is terribly unfair to people, because we test students",私たちは学生をテストするので、人々にとってひどく不公平です,0,0
19465,do you not like roeseasoned rice crackers?,明太せんべい 嫌い?,1,1
1148,you're a liar! you would have told me before now.,金はどこだ?,1,1
51028,I don't know what that Buddha is.,あの仏 どうしょうもねえな。,0,1
7720,"even if this girl of yours did come here, we were all gone.",たとえこのコがここに来たとしても 俺たちは ここにはいなかったんだ,1,1
38300,not being able to undo this lock on gamp,ガンプでこのロックを元に戻すことができない,0,0
29775,"and killing people, i love it, you clearly do, too!",そして人々を殺す、私はそれが大好きです、あなたも明らかにそうします！,0,0
7425,is it because of that?!,お屋敷は 広いですから。,1,1
26100,but thank you for suspecting me. makes me feel very interesting.,しかし、私を疑ってくれてありがとう。とても面白く感じます。,0,0
30069,you're at 400 pier avenue?,あなたは400ピアアベニューにいますか？,0,0
5800,"did no planning, no prewar planning, to respond to terrorism.",テロに備えていなかったという事,1,1
45497,May be so,そうかも知れません,0,1
51511,The investigation is hostile to the Goddess,捜査は神部組と敵対する,0,1
28095,we didn't go indoors for nearly four months.,私たちは4ヶ月近く屋内に行かなかった。,0,0
16844,margo was there.,マーゴも いたの,1,1
17398,uh,ううん,1,1
1787,that i've run into during my time at twitter,例をいくつか お目にかけましょう,1,1
48343,Each of these small chunks,これらの小さな塊のそれぞれが,0,1
20852,that's what we're supposed to say if we get captured and have a gun to our heads.,それは、私たちが捕らえられて頭に銃を持っている場合に私たちが言うことになっていることです。,0,0
3649,you know something.,君は知っている,1,1
2084,"if i find something, i'll contact you.",何か分かったら連絡ぐらいはしてやる,1,1
58725,Bakner's hut has always been looking for a buyer,バクナーの小屋は ずっと買い手を探してた,0,1
28036,"hey, kai!",ねえ、カイ！,0,0
326,i understand that and i totally respect you.,リスペクトは理解している,1,1
46327,Without that,あそこがなければ,0,1
58790,"Marriage, career",結婚、キャリア,0,1
11174,"yes, you do need to be concerned about harm",危害や公正への懸念に加え,1,1
22450,then they're more likely to see patterns,そうすれば彼らはパターンを見る可能性が高くなります,0,0
34555,what do you do when you shop a little while ago?,少し前に買い物をしたときはどうしますか？,0,0
14738,"as i am a very selfish person, i should be more at ease",僕は とても利己的な人間だから 一人で生きる方が,1,1
51820,Not at all,あんぜん ない・・・,0,1
29615,thanks for telling me that.,それを教えてくれてありがとう。,0,0
23029,"she's, like, ignoring the whole side of this bar.",彼女は、このバーの側面全体を無視しているようなものです。,0,0
53659,You can get rid of waste like hyper consumption,ハイパー消費のような無駄遣いを抜け出すことができ,0,1
36950,it can't have been all bad. you had me.,それはすべて悪いことではなかったはずです。あなたは私を持っていました。,0,0
37887,and the injustice and the betrayal and the deceipt,そして不当と裏切りと欺瞞,0,0
33529,"or even worse, lokvi, water that will kill them.",またはさらに悪いことに、lokvi、彼らを殺す水。,0,0
53424,While shining and disappearing,光ったり消えたりしながら,0,1
42453,Six months ago Malcolm began buying up buildings through an overseas company called Sagittarius in Glaze,6ヶ月前 マルコムは建物を買い占め始めた グレーズで 射手座と呼ばれる 海外の会社を通して,0,1
16470,but doesn't depend on them.,方法にたどり着きました,1,1
25373,did he know something about me?,彼は私について何か知っていましたか？,0,0
11015,a blackout! for real?,≪マジで 停電 停電?,1,1
43722,"Swan Sakito, right? n I can't answer",≪白鳥咲人っていますよねn≪お答えできません,0,1
46887,"I told me to do that, so I came",僕に、そうしたらどうかと、言ったんだ だから来たんだ,0,1
44483,Otherwise I wouldn't walk around,そうじゃなきゃ 歩き回ったりはしないぜ,0,1
21128,just stick it in the toaster oven. it's pretty good.,オーブントースターに貼り付けるだけです。それはかなり良い。,0,0
25821,"and if we both can't admit that, then we are 100 percent fucked.",そして、私たち両方がそれを認めることができない場合、私たちは100パーセントめちゃくちゃです。,0,0
49227,Because they are deceived,騙されているからです,0,1
16247,auntie diana?,ディアナおばさんの?,1,1
4629,i understand well enough to see matsumiya kaga,松宮 加賀をしっかり監視しろ 分かりました,1,1
3972,replaced in the name of progress.,進歩の名にすり替えられる,1,1
48515,Unexpected,畫不出來,0,1
35215,nice. [grunting],良い。 [うめき声],0,0
39091,which means that you're right.,それはあなたが正しいことを意味します。,0,0
49578,If we could do it,私たちでしてあげれたら、って,0,1
265,chuck.,チャック,1,1
4014,i think it's an inspired idea.,それは見事なアイデアだと思います,1,1
55076,Give me dynamite,ダイナマイトをくれ,0,1
57308,Isaac and Soren got rid of,アイザックとソーレンは 始末した,0,1
823,stop talking like that.,やめなさい!,1,1
8910,why don't you help me.,君を助けて,1,1
17691,"one of the robots has actually been hijacked by a human operator, literally.",その内1機が 文字通り 人間のオペレータによってハイジャックされています,1,1
32134,are you going to reenlist?,再入隊しますか？,0,0
56914,Than a $ 25 pc,25ドルのpcよりは,0,1
22838,"hey guys, we're going out on sunday.",やあみんな、私たちは日曜日に出かけます。,0,0
34627,i didn't know it was this bad.,こんなに悪いとは知らなかった。,0,0
47656,Why the traitor is here,裏切り者が何故ここに,0,1
10646,go on. okay.,続けて 恥ずかしがらずに,1,1
2116,takes quite this approach,この様な方法では,1,1
15270,now my days off are different.,でも今は違って,1,1
18791,about racial attitudes.,特に興味深い質問があります,1,1
49014,You should already sweat and get a qualification in practice!,もう 実習で ガシガシ汗かいて ガシガシ資格取るべきなんだよ!,0,1
53493,Amanda was scheduled to return to practice next week,アマンダは来週 練習に戻ってくる予定でした,0,1
38541,you're welcome.,どういたしまして。,0,0
30759,i would do anything if i could save those kids!,私はそれらの子供たちを救うことができれば何でもします！,0,0
57395,They are huge sharing the scene,彼らは音景を共有する巨大な,0,1
10945,they would have said faster horses.,もっと速い馬が欲しいと 答えていたでしょう」,1,1
24945,"when we came to this rural area, 45 percent of the children under the age of five",私たちがこの農村地域に来たとき、5歳未満の子供たちの45パーセントが,0,0
30882,"ow! ow! really, seriouslyah, vice president! vice president!",わぁ！わぁ！本当に、真剣にああ、副社長！副社長！,0,0
38314,"team 16, split into two groups and enter from gates 5a and 5b. affirmative.",チーム16は、2つのグループに分かれて、ゲート5aと5bから入ります。肯定的。,0,0
19448,"you didn't expect that, did you?",想定外だったでしょ?,1,1
29414,because the basic aspect of the world,世界の基本的な側面だから,0,0
4087,"in fact, i wanted to be a teacher who is trusted by students.",ほんとは 生徒に信頼される 教師になりたくて,1,1
45059,I also want to do something,私も 何かしてあげたい と。,0,1
17431,are you coming?,来て?,1,1
32970,that's not it!,それではない！,0,0
16049,"i know, right?",そうでしょ?,1,1
31490,so she's the perfect test case.,だから彼女は完璧なテストケースです。,0,0
52945,Hey! What are you talking about?,ちょっと!何言ってるの?,0,1
33642,what? no way.,何？ありえない。,0,0
54863,"No, Carol is from Rick",いや キャロルのことは リックから,0,1
